PLOT,Region,Site ,Treatment,Quadrat,NDRE,NDVI,RE,NIR,R,LATITUDE,LONGITUDE,ELEVATION,HDOP,FIXTYPE,DATE,TIME,N,MAXNDRE,MAXNDVI,MINNDRE,MINNDVI,STDNDRE,STDNDVI,CVNDRE,CVNDVI
126,T,IM,EX,Q2,0.2516,0.6247,20.417,34.217,7.874,68.624495,-149.3270266,874.7,0.9, GPS         ,4/7/2019,23:10:05,35,0.2812,0.647,-0.0607,0.473,0.054,0.0273,0.2148,0.0437
127,T,IM,EX,Q2,0.2558,0.624,20.318,34.287,7.938,68.6244983,-149.3270283,875.4,0.9, GPS         ,4/7/2019,23:10:13,28,0.2677,0.6319,0.2437,0.6142,0.006,0.0038,0.0236,0.0061
128,T,IM,EX,Q2,0.2589,0.627,20.276,34.449,7.899,68.6244933,-149.327035,875.3,0.9, GPS         ,4/7/2019,23:10:52,38,0.2779,0.6564,0.2447,0.599,0.0078,0.0133,0.0303,0.0213
129,T,IM,EX,Q3,0.195,0.518,21.212,31.531,10.014,68.62449,-149.32704,875,0.9, GPS         ,4/7/2019,23:10:59,26,0.2125,0.5276,-0.0345,0.5068,0.0463,0.0046,0.2374,0.0088
130,T,IM,EX,Q3,0.2195,0.5796,20.823,32.543,8.666,68.6244833,-149.3270366,874.4,0.9, GPS         ,4/7/2019,23:11:07,29,0.2346,0.6257,0.1583,0.5641,0.0139,0.0105,0.0635,0.0181
131,T,IM,EX,Q3,0.2363,0.6215,20.584,33.326,7.779,68.6244816,-149.3270366,874.1,0.9, GPS         ,4/7/2019,23:11:15,42,0.2511,0.6336,0.2182,0.6045,0.0069,0.0062,0.0293,0.01
132,T,IM,EX,Q3,0.2352,0.6415,20.599,33.272,7.267,68.62448,-149.3270333,873.8,0.9, GPS         ,4/7/2019,23:11:22,39,0.2456,0.6478,0.226,0.6322,0.005,0.0037,0.0214,0.0058
133,T,IM,EX,Q3,0.2207,0.619,20.805,32.589,7.669,68.62448,-149.3270433,873.7,0.9, GPS         ,4/7/2019,23:11:29,39,0.2346,0.6363,0.2026,0.6011,0.0078,0.0091,0.0354,0.0147
134,T,IM,EX,Q3,0.2137,0.6001,20.905,32.267,8.064,68.624485,-149.3270416,873.9,0.9, GPS         ,4/7/2019,23:11:42,47,0.2288,0.6088,0.2028,0.5918,0.0059,0.0035,0.0276,0.0058
135,T,IM,EX,Q3,0.2165,0.6087,20.864,32.398,7.88,68.6244866,-149.3270383,872.7,0.9, GPS         ,4/7/2019,23:11:49,30,0.2311,0.6262,0.204,0.5995,0.0062,0.0056,0.0287,0.0092
136,T,IM,EX,Q3,0.2197,0.6047,20.819,32.543,8.017,68.62449,-149.32704,872.6,0.9, GPS         ,4/7/2019,23:12:23,41,0.2363,0.6231,0.2057,0.5818,0.0072,0.0077,0.0327,0.0127
137,T,IM,EX,Q4,0.2107,0.5931,20.948,32.135,8.208,68.6244783,-149.3271083,874.4,0.8, GPS         ,4/7/2019,23:12:29,32,0.2208,0.6051,0.1966,0.571,0.0072,0.0069,0.0341,0.0116
138,T,IM,EX,Q4,0.2314,0.6451,20.653,33.09,7.138,68.6244783,-149.3271033,874.2,0.8, GPS         ,4/7/2019,23:12:37,31,0.2471,0.6575,0.2136,0.6337,0.007,0.0058,0.0305,0.009
139,T,IM,EX,Q4,0.2338,0.6335,20.619,33.208,7.451,68.6244766,-149.3270933,873.7,0.8, GPS         ,4/7/2019,23:12:44,35,0.2533,0.653,0.2159,0.6011,0.0078,0.0141,0.0333,0.0223
140,T,IM,EX,Q4,0.2173,0.5693,20.853,32.434,8.9,68.6244716,-149.3270866,872.9,0.8, GPS         ,4/7/2019,23:12:51,39,0.2314,0.5871,0.1929,0.5527,0.0086,0.0081,0.0398,0.0142
141,T,IM,EX,Q4,0.2206,0.5848,20.806,32.586,8.537,68.6244716,-149.3270833,872.4,0.8, GPS         ,4/7/2019,23:12:59,48,0.2391,0.5985,0.1999,0.5684,0.0081,0.0057,0.0368,0.0097
142,T,IM,EX,Q4,0.2246,0.574,20.748,32.774,8.869,68.624475,-149.32708,872.1,0.8, GPS         ,4/7/2019,23:13:07,33,0.2423,0.5843,0.2085,0.5629,0.0079,0.0051,0.0353,0.0089
143,T,IM,EX,Q4,0.2202,0.5776,20.812,32.566,8.72,68.624475,-149.3270733,872.1,0.8, GPS         ,4/7/2019,23:13:14,32,0.2391,0.5931,0.2005,0.5524,0.0086,0.009,0.0391,0.0155
144,T,IM,EX,Q4,0.2204,0.5911,20.809,32.574,8.37,68.6244733,-149.3270683,871.9,0.8, GPS         ,4/7/2019,23:14:09,37,0.2329,0.6077,0.2045,0.5805,0.0058,0.0063,0.0262,0.0106
145,T,IM,EX,Q5,0.1901,0.5098,21.252,31.228,10.138,68.624465,-149.3270983,874,0.8, GPS         ,4/7/2019,23:14:16,29,0.2086,0.5203,0.1717,0.4971,0.0076,0.0049,0.0399,0.0096
146,T,IM,EX,Q5,0.1841,0.5192,21.839,31.402,9.83,68.624465,-149.3270933,873.8,0.8, GPS         ,4/7/2019,23:14:24,37,0.2179,0.5581,-0.5456,-0.0495,0.1218,0.0952,0.6615,0.1834
147,T,IM,EX,Q5,0.2214,0.5746,20.794,32.624,8.814,68.6244683,-149.3270883,873.4,0.8, GPS         ,4/7/2019,23:14:30,34,0.2378,0.5853,0.2054,0.5669,0.0073,0.0049,0.033,0.0085
148,T,IM,EX,Q5,0.2293,0.5892,20.683,32.99,8.528,68.6244716,-149.3270783,873.1,0.8, GPS         ,4/7/2019,23:14:42,44,0.2511,0.6023,0.2075,0.5646,0.0078,0.0076,0.0341,0.0129
149,T,IM,EX,Q5,0.239,0.5921,20.548,33.455,8.57,68.624475,-149.327085,872.6,0.8, GPS         ,4/7/2019,23:14:49,40,0.257,0.6024,0.2213,0.5819,0.008,0.0046,0.0333,0.0077
150,T,IM,EX,Q5,0.2411,0.6031,20.518,33.559,8.309,68.624475,-149.3270866,872.4,0.8, GPS         ,4/7/2019,23:14:58,40,0.2525,0.6114,0.2266,0.594,0.0066,0.0042,0.0273,0.007
151,T,IM,EX,Q5,0.2365,0.6037,20.582,33.335,8.236,68.62448,-149.3270883,872.6,0.8, GPS         ,4/7/2019,23:15:09,45,0.2515,0.6191,0.2219,0.5811,0.0074,0.0088,0.0313,0.0145
152,T,IM,EX,Q5,0.2099,0.5513,20.96,32.098,9.283,68.6244716,-149.3270883,872.4,0.8, GPS         ,4/7/2019,23:15:41,45,0.2282,0.5696,0.1876,0.521,0.0076,0.01,0.0364,0.0181
153,T,IM,EX,Q6,0.2353,0.7108,20.673,33.461,5.615,68.6244733,-149.32712,872.3,0.8, GPS         ,4/7/2019,23:15:49,39,0.2649,0.7293,-0.1717,0.477,0.0664,0.0383,0.2821,0.0539
154,T,IM,EX,Q6,0.2375,0.6525,20.568,33.385,7.021,68.624475,-149.3271133,872.5,0.8, GPS         ,4/7/2019,23:15:57,41,0.2535,0.6732,0.2244,0.6189,0.0076,0.0101,0.0321,0.0154
155,T,IM,EX,Q6,0.2261,0.5912,20.728,32.841,8.436,68.624475,-149.3271283,872.4,0.8, GPS         ,4/7/2019,23:16:04,35,0.2434,0.6006,0.2029,0.5681,0.0083,0.0069,0.0369,0.0117
156,T,IM,EX,Q6,0.2239,0.5891,20.759,32.742,8.466,68.6244766,-149.32713,872.4,0.8, GPS         ,4/7/2019,23:16:12,44,0.2514,0.6103,0.2068,0.5752,0.0093,0.0074,0.0414,0.0125
157,T,IM,EX,Q6,0.2188,0.5896,20.831,32.501,8.39,68.6244783,-149.327125,872,0.8, GPS         ,4/7/2019,23:16:20,46,0.2346,0.601,0.2001,0.5794,0.0066,0.0051,0.03,0.0086
158,T,IM,EX,Q6,0.2129,0.5686,20.917,32.232,8.863,68.6244783,-149.3271216,871.9,0.8, GPS         ,4/7/2019,23:16:30,43,0.2333,0.5848,0.1989,0.5566,0.0073,0.0071,0.0343,0.0125
159,T,IM,EX,Q6,0.2164,0.5743,20.866,32.395,8.759,68.624475,-149.3271333,872.1,0.8, GPS         ,4/7/2019,23:16:43,39,0.2432,0.5965,0.2003,0.5511,0.009,0.011,0.0415,0.0192
160,T,IM,EX,Q6,0.2079,0.5705,21.012,32.075,8.748,68.6244766,-149.327135,872.5,0.8, GPS         ,4/7/2019,23:17:22,31,0.2279,0.5931,-0.0054,0.3859,0.0393,0.0343,0.1893,0.0601
161,T,IM,EX,Q7,0.2131,0.6361,20.956,32.361,7.165,68.6244766,-149.3271433,873.5,0.8, GPS         ,4/7/2019,23:17:29,31,0.2421,0.6811,-0.0682,0.4309,0.0524,0.0434,0.2459,0.0683
162,T,IM,EX,Q7,0.2142,0.626,20.898,32.29,7.427,68.624485,-149.3271583,873.5,0.8, GPS         ,4/7/2019,23:17:36,37,0.2242,0.6369,0.1974,0.6121,0.0064,0.0055,0.0301,0.0087
163,T,IM,EX,Q7,0.221,0.6092,20.8,32.605,7.917,68.6244833,-149.3271566,873.6,0.8, GPS         ,4/7/2019,23:17:43,36,0.2374,0.621,0.2048,0.5979,0.0079,0.0052,0.0357,0.0085
164,T,IM,EX,Q7,0.2407,0.6126,20.524,33.538,8.057,68.624475,-149.3271516,873.6,0.8, GPS         ,4/7/2019,23:17:49,32,0.2588,0.6221,0.2254,0.6023,0.0064,0.0051,0.0266,0.0083
165,T,IM,EX,Q7,0.2351,0.5568,20.602,33.265,9.47,68.6244716,-149.3271466,873.4,0.8, GPS         ,4/7/2019,23:17:56,36,0.2467,0.5702,0.2234,0.542,0.006,0.0075,0.0253,0.0134
166,T,IM,EX,Q7,0.2303,0.556,20.668,33.039,9.428,68.624475,-149.3271316,873.3,0.8, GPS         ,4/7/2019,23:18:04,46,0.2425,0.5664,0.2166,0.5416,0.0063,0.0055,0.0272,0.01
167,T,IM,EX,Q7,0.2542,0.6454,20.339,34.205,7.372,68.62447,-149.3271283,873.3,0.8, GPS         ,4/7/2019,23:18:12,29,0.2681,0.6527,0.2455,0.6369,0.0049,0.004,0.0191,0.0062
168,T,IM,EX,Q7,0.2561,0.6922,20.314,34.308,6.239,68.624475,-149.3271233,873.3,0.8, GPS         ,4/7/2019,23:18:42,45,0.2749,0.7183,0.2375,0.6464,0.0096,0.016,0.0374,0.0231
169,T,IM,EX,Q8,0.2193,0.6026,20.825,32.526,8.065,68.624465,-149.327125,873.1,0.8, GPS         ,4/7/2019,23:18:48,30,0.2398,0.6154,0.1992,0.5899,0.0091,0.0058,0.0413,0.0096
170,T,IM,EX,Q8,0.2275,0.5875,20.784,33.096,8.553,68.624465,-149.3271333,873.1,0.8, GPS         ,4/7/2019,23:19:00,36,0.2534,0.6101,-0.1672,0.3607,0.0672,0.039,0.2952,0.0663
171,T,IM,EX,Q8,0.222,0.5673,20.801,32.703,9.017,68.6244666,-149.3271316,873.4,0.8, GPS         ,4/7/2019,23:19:08,42,0.2481,0.5845,0.0139,0.4879,0.0336,0.0144,0.1512,0.0253
172,T,IM,EX,Q8,0.2206,0.614,20.806,32.588,7.792,68.62447,-149.32713,873.7,0.8, GPS         ,4/7/2019,23:19:17,38,0.2399,0.6287,0.1963,0.5981,0.0088,0.007,0.0401,0.0114
173,T,IM,EX,Q8,0.2359,0.5662,20.591,33.303,9.223,68.6244733,-149.3271283,874.1,0.8, GPS         ,4/7/2019,23:19:24,36,0.2531,0.5776,0.2253,0.5546,0.0061,0.0055,0.0259,0.0097
174,T,IM,EX,Q8,0.2399,0.58,20.535,33.502,8.905,68.624475,-149.3271233,874.1,0.8, GPS         ,4/7/2019,23:19:32,42,0.2599,0.6076,0.2157,0.5554,0.0094,0.0122,0.0392,0.0211
175,T,IM,EX,Q8,0.2409,0.5789,20.522,33.549,8.945,68.6244716,-149.3271183,873.6,0.8, GPS         ,4/7/2019,23:19:42,35,0.2619,0.5941,0.2224,0.5635,0.0087,0.0069,0.036,0.0119
176,T,IM,EX,Q8,0.2329,0.5692,20.632,33.167,9.105,68.62447,-149.3271183,873.3,0.8, GPS         ,4/7/2019,23:25:48,30,0.2505,0.5839,0.2118,0.556,0.0097,0.0072,0.0415,0.0126
177,T,IM,PR,Q1,0.2173,0.5804,20.854,32.436,8.611,68.6243233,-149.3268216,873.1,0.8, GPS         ,4/7/2019,23:25:55,20,0.2336,0.592,0.1869,0.5667,0.0104,0.006,0.0479,0.0103
178,T,IM,PR,Q1,0.2049,0.5983,21.032,31.876,8.012,68.6243266,-149.3268133,873.3,0.8, GPS         ,4/7/2019,23:26:02,23,0.2205,0.6097,0.1914,0.589,0.0079,0.0057,0.0384,0.0095
179,T,IM,PR,Q1,0.225,0.6577,20.744,32.787,6.771,68.6243316,-149.3268033,873.6,0.8, GPS         ,4/7/2019,23:26:12,25,0.2401,0.674,0.2099,0.6483,0.0069,0.0071,0.0308,0.0108
180,T,IM,PR,Q1,0.2189,0.701,20.917,32.734,5.694,68.6243233,-149.3267916,874.8,0.8, GPS         ,4/7/2019,23:26:25,24,0.2511,0.7218,-0.1263,0.4463,0.0723,0.0533,0.3304,0.076
181,T,IM,PR,Q1,0.2333,0.7005,20.626,33.181,5.844,68.62432,-149.32678,874.4,0.8, GPS         ,4/7/2019,23:26:33,25,0.2413,0.7093,0.2196,0.694,0.0054,0.0037,0.0232,0.0052
182,T,IM,PR,Q1,0.2296,0.6842,20.678,33.004,6.189,68.624325,-149.3267816,873.6,0.8, GPS         ,4/7/2019,23:26:41,27,0.2415,0.6909,0.2168,0.6781,0.0058,0.0037,0.0253,0.0054
183,T,IM,PR,Q1,0.2406,0.713,20.525,33.533,5.617,68.6243316,-149.3267816,873.5,0.8, GPS         ,4/7/2019,23:26:51,22,0.2552,0.7215,0.2323,0.705,0.0057,0.0042,0.0238,0.0059
184,T,IM,PR,Q1,0.2382,0.7215,20.559,33.415,5.406,68.6243366,-149.326785,873.5,0.8, GPS         ,4/7/2019,23:27:24,22,0.2516,0.7289,0.225,0.712,0.0062,0.004,0.0261,0.0055
185,T,IM,PR,Q2,0.2094,0.5357,20.967,32.077,9.698,68.6243433,-149.3267666,873.7,0.8, GPS         ,4/7/2019,23:27:33,29,0.2244,0.5517,0.195,0.5252,0.0083,0.0066,0.0397,0.0123
186,T,IM,PR,Q2,0.2154,0.5819,20.88,32.348,8.548,68.6243333,-149.3267716,873.7,0.8, GPS         ,4/7/2019,23:27:41,23,0.2271,0.5933,0.1977,0.5662,0.0074,0.006,0.0344,0.0103
187,T,IM,PR,Q2,0.2056,0.5865,21.022,31.909,8.315,68.6243316,-149.3267733,874.3,0.8, GPS         ,4/7/2019,23:27:49,27,0.2296,0.6025,0.1825,0.5713,0.0088,0.0065,0.0426,0.011
188,T,IM,PR,Q2,0.1967,0.5821,21.154,31.519,8.323,68.62433,-149.326765,874.4,0.8, GPS         ,4/7/2019,23:27:56,25,0.2197,0.5957,0.1762,0.5697,0.0108,0.0067,0.0549,0.0115
189,T,IM,PR,Q2,0.1793,0.5435,21.416,30.775,9.101,68.62433,-149.3267633,874.4,0.8, GPS         ,4/7/2019,23:28:03,27,0.2046,0.56,0.1484,0.5199,0.0106,0.0091,0.0594,0.0168
190,T,IM,PR,Q2,0.1787,0.5045,21.425,30.75,10.126,68.62433,-149.3267616,874.4,0.8, GPS         ,4/7/2019,23:28:10,28,0.2073,0.5225,0.1624,0.4822,0.0098,0.01,0.055,0.0198
191,T,IM,PR,Q2,0.1851,0.5179,21.327,31.02,9.853,68.62433,-149.3267583,874.5,0.8, GPS         ,4/7/2019,23:28:21,27,0.2012,0.5286,0.1629,0.4981,0.0088,0.0067,0.0477,0.013
192,T,IM,PR,Q2,0.194,0.5255,21.194,31.399,9.766,68.6243283,-149.32676,874.3,0.8, GPS         ,4/7/2019,23:28:55,22,0.2058,0.5391,0.1727,0.5021,0.0097,0.0083,0.0498,0.0159
193,T,IM,PR,Q3,0.2018,0.6329,21.163,31.941,7.29,68.6243166,-149.3267683,872.7,0.8, GPS         ,4/7/2019,23:29:05,23,0.2299,0.8667,-0.1257,0.6057,0.0704,0.0503,0.3489,0.0795
194,T,IM,PR,Q3,0.2213,0.6392,20.796,32.617,7.179,68.6243166,-149.3267616,872.2,0.8, GPS         ,4/7/2019,23:29:13,18,0.238,0.6475,0.2085,0.6322,0.0073,0.0039,0.0331,0.0061
195,T,IM,PR,Q3,0.2219,0.6478,20.786,32.647,6.979,68.6243216,-149.3267483,871.7,0.8, GPS         ,4/7/2019,23:29:21,20,0.2357,0.6537,0.2082,0.6389,0.0065,0.0042,0.0295,0.0065
196,T,IM,PR,Q3,0.2111,0.6178,20.942,32.154,7.596,68.6243233,-149.32675,872.1,0.8, GPS         ,4/7/2019,23:29:33,37,0.2282,0.6353,0.1899,0.6014,0.0077,0.0072,0.0363,0.0117
197,T,IM,PR,Q3,0.2104,0.6104,20.952,32.124,7.77,68.6243266,-149.3267533,872.8,0.8, GPS         ,4/7/2019,23:29:41,25,0.2296,0.6229,0.1922,0.5986,0.0098,0.007,0.0465,0.0115
198,T,IM,PR,Q3,0.1985,0.5606,21.126,31.597,8.895,68.624325,-149.3267533,873.3,0.8, GPS         ,4/7/2019,23:29:49,27,0.2164,0.5783,0.1792,0.5432,0.0099,0.0076,0.0496,0.0136
199,T,IM,PR,Q3,0.192,0.53,21.224,31.32,9.619,68.6243266,-149.3267566,873.9,0.8, GPS         ,4/7/2019,23:29:58,26,0.2203,0.5488,0.1656,0.5121,0.013,0.0081,0.0678,0.0153
200,T,IM,PR,Q3,0.2015,0.5653,21.083,31.724,8.808,68.6243283,-149.3267583,873.9,0.8, GPS         ,4/7/2019,23:30:56,24,0.2124,0.5769,0.1806,0.552,0.0081,0.006,0.0404,0.0106
201,T,IM,PR,Q4,0.2465,0.6833,20.444,33.822,6.363,68.6243066,-149.326755,872.5,0.8, GPS         ,4/7/2019,23:31:04,25,0.257,0.6949,0.2228,0.677,0.0074,0.0051,0.03,0.0075
202,T,IM,PR,Q4,0.2441,0.6863,20.48,33.723,6.27,68.624305,-149.32675,872.5,0.8, GPS         ,4/7/2019,23:31:12,25,0.265,0.6986,0.162,0.6713,0.0186,0.0056,0.0762,0.0082
203,T,IM,PR,Q4,0.2559,0.7345,20.316,34.293,5.25,68.6243083,-149.3267416,872.3,0.8, GPS         ,4/7/2019,23:31:20,29,0.2661,0.7437,0.243,0.7269,0.0056,0.004,0.0219,0.0055
204,T,IM,PR,Q4,0.2498,0.7321,20.4,33.986,5.256,68.6243133,-149.3267333,872.7,0.8, GPS         ,4/7/2019,23:31:28,27,0.2716,0.7441,0.2328,0.7205,0.0081,0.006,0.0326,0.0081
205,T,IM,PR,Q4,0.2421,0.7218,20.505,33.605,5.429,68.624315,-149.326745,873.1,0.8, GPS         ,4/7/2019,23:31:36,30,0.2565,0.7367,0.2292,0.703,0.0071,0.0104,0.0291,0.0144
206,T,IM,PR,Q4,0.2364,0.7036,20.583,33.332,5.799,68.6243116,-149.32674,873.8,0.8, GPS         ,4/7/2019,23:31:43,23,0.2501,0.718,0.2264,0.6817,0.0065,0.0101,0.0276,0.0143
207,T,IM,PR,Q4,0.2029,0.5815,21.063,31.786,8.409,68.624315,-149.3267433,873.7,0.8, GPS         ,4/7/2019,23:31:52,26,0.2241,0.5959,0.178,0.5652,0.0095,0.0067,0.0467,0.0115
208,T,IM,PR,Q4,0.2135,0.5938,20.908,32.264,8.223,68.6243133,-149.3267466,874.1,0.8, GPS         ,4/7/2019,23:32:27,27,0.2313,0.6114,0.1968,0.5806,0.0104,0.0072,0.0487,0.0121
209,T,IM,PR,Q5,0.2245,0.6358,20.751,32.769,7.294,68.6243183,-149.3267166,873,0.8, GPS         ,4/7/2019,23:32:35,21,0.2497,0.6504,0.206,0.6225,0.0102,0.0067,0.0453,0.0105
210,T,IM,PR,Q5,0.2445,0.6467,20.472,33.726,7.235,68.6243133,-149.32673,873.1,0.8, GPS         ,4/7/2019,23:32:42,23,0.2565,0.6608,0.2296,0.6351,0.0087,0.0068,0.0355,0.0104
211,T,IM,PR,Q5,0.24,0.6429,20.534,33.51,7.283,68.6243083,-149.3267416,873.6,0.8, GPS         ,4/7/2019,23:32:49,23,0.2642,0.6588,0.2206,0.6332,0.0116,0.0059,0.0482,0.0092
212,T,IM,PR,Q5,0.2336,0.6301,20.622,33.2,7.532,68.6243116,-149.3267516,873.7,0.8, GPS         ,4/7/2019,23:32:57,22,0.2519,0.6432,0.2117,0.609,0.0098,0.0085,0.0418,0.0135
213,T,IM,PR,Q5,0.2263,0.6015,20.725,32.856,8.175,68.6243133,-149.3267633,872.9,0.8, GPS         ,4/7/2019,23:33:04,19,0.2466,0.6128,0.2093,0.5938,0.0113,0.0056,0.0497,0.0093
214,T,IM,PR,Q5,0.2367,0.6166,20.58,33.344,7.908,68.6243116,-149.3267666,872.7,0.8, GPS         ,4/7/2019,23:33:11,23,0.2523,0.6303,0.2149,0.6041,0.009,0.0064,0.0381,0.0103
215,T,IM,PR,Q5,0.2645,0.7011,20.202,34.737,6.102,68.6243083,-149.3267633,873.2,0.8, GPS         ,4/7/2019,23:33:19,24,0.2943,0.7161,0.2428,0.6887,0.01,0.0072,0.0379,0.0103
216,T,IM,PR,Q5,0.2577,0.7235,20.293,34.387,5.517,68.6243066,-149.3267616,873.8,0.8, GPS         ,4/7/2019,23:34:01,28,0.2747,0.7365,0.2368,0.7057,0.0098,0.0071,0.038,0.0098
217,T,IM,PR,Q6,0.2362,0.6727,20.586,33.323,6.519,68.6242883,-149.3267416,874.5,0.8, GPS         ,4/7/2019,23:34:09,25,0.2543,0.6846,0.219,0.6654,0.0085,0.0051,0.0361,0.0076
218,T,IM,PR,Q6,0.256,0.7335,20.315,34.298,5.273,68.62429,-149.3267416,874.8,0.8, GPS         ,4/7/2019,23:34:16,26,0.2692,0.7425,0.2366,0.7219,0.0072,0.0037,0.0279,0.0051
219,T,IM,PR,Q6,0.2623,0.7355,20.231,34.625,5.276,68.62429,-149.3267416,875.1,0.8, GPS         ,4/7/2019,23:34:23,26,0.2839,0.7437,0.2359,0.727,0.01,0.0042,0.0383,0.0058
220,T,IM,PR,Q6,0.2519,0.7345,20.37,34.095,5.218,68.62429,-149.3267366,875.8,0.8, GPS         ,4/7/2019,23:34:31,31,0.269,0.745,0.2336,0.7247,0.0084,0.0047,0.0334,0.0065
221,T,IM,PR,Q6,0.2335,0.7087,20.624,33.194,5.657,68.62429,-149.3267366,876.1,0.8, GPS         ,4/7/2019,23:34:39,28,0.2548,0.7214,0.2132,0.6938,0.0093,0.0057,0.0397,0.0081
222,T,IM,PR,Q6,0.2262,0.6512,20.727,32.851,6.939,68.6242883,-149.3267366,876.6,0.8, GPS         ,4/7/2019,23:34:46,24,0.2472,0.6691,0.2023,0.6406,0.0111,0.0064,0.0492,0.0099
223,T,IM,PR,Q6,0.227,0.6457,20.716,32.883,7.079,68.624295,-149.3267433,877.1,0.8, GPS         ,4/7/2019,23:34:55,25,0.2393,0.655,0.2077,0.6353,0.0088,0.0046,0.0386,0.0071
224,T,IM,PR,Q6,0.2465,0.7035,20.444,33.825,5.887,68.6242983,-149.3267416,877.1,0.8, GPS         ,4/7/2019,23:35:28,23,0.2646,0.7099,0.2251,0.6945,0.0093,0.0045,0.0376,0.0064
225,T,IM,PR,Q7,0.2285,0.6363,20.694,32.955,7.325,68.6242816,-149.326795,876.4,0.8, GPS         ,4/7/2019,23:35:36,19,0.2412,0.6447,0.2147,0.6279,0.0081,0.0046,0.0353,0.0073
226,T,IM,PR,Q7,0.2573,0.7262,20.297,34.364,5.449,68.6242833,-149.32679,876.1,0.8, GPS         ,4/7/2019,23:35:43,21,0.2682,0.7322,0.247,0.7216,0.0055,0.0029,0.0213,0.004
227,T,IM,PR,Q7,0.2299,0.6454,20.674,33.019,7.115,68.6242816,-149.32679,876.5,0.8, GPS         ,4/7/2019,23:35:51,26,0.2429,0.6543,0.2177,0.6336,0.0063,0.0061,0.0275,0.0095
228,T,IM,PR,Q7,0.2159,0.6076,20.872,32.37,7.901,68.6242783,-149.3267866,876.9,0.8, GPS         ,4/7/2019,23:35:58,26,0.2263,0.6166,0.2019,0.597,0.0059,0.0052,0.0275,0.0086
229,T,IM,PR,Q7,0.1992,0.5745,21.116,31.626,8.545,68.624275,-149.3267833,877.2,0.8, GPS         ,4/7/2019,23:36:05,25,0.2178,0.5881,0.1845,0.563,0.0085,0.007,0.0429,0.0122
230,T,IM,PR,Q7,0.2069,0.5751,21.004,31.964,8.622,68.6242783,-149.3267783,877.7,0.8, GPS         ,4/7/2019,23:36:13,29,0.2231,0.5867,0.1897,0.5626,0.0087,0.0061,0.0423,0.0106
231,T,IM,PR,Q7,0.2393,0.6304,20.543,33.472,7.589,68.62429,-149.3267616,877.2,0.8, GPS         ,4/7/2019,23:36:21,30,0.2559,0.6462,0.2215,0.6062,0.0074,0.0114,0.0308,0.0181
232,T,IM,PR,Q7,0.2278,0.6337,20.703,32.924,7.382,68.6242983,-149.3267616,876.2,0.8, GPS         ,4/7/2019,23:36:56,27,0.2452,0.6553,0.2075,0.5964,0.0087,0.0173,0.0382,0.0272
233,T,IM,PR,Q8,0.2092,0.5568,20.971,32.07,9.128,68.62428,-149.326795,875.5,0.8, GPS         ,4/7/2019,23:37:06,31,0.2294,0.5704,0.1809,0.5322,0.011,0.0079,0.0526,0.0143
234,T,IM,PR,Q8,0.2123,0.5822,20.925,32.207,8.504,68.6242816,-149.326785,875.4,0.8, GPS         ,4/7/2019,23:37:16,29,0.2307,0.5943,0.1908,0.5641,0.0089,0.0077,0.0418,0.0132
235,T,IM,PR,Q8,0.2189,0.6078,20.83,32.507,7.93,68.6242783,-149.3267716,874.8,0.8, GPS         ,4/7/2019,23:37:32,34,0.2299,0.6229,0.2023,0.5944,0.0068,0.0071,0.0309,0.0117
236,T,IM,PR,Q8,0.23,0.6355,20.672,33.026,7.36,68.6242733,-149.3267566,875.4,0.8, GPS         ,4/7/2019,23:37:45,42,0.2485,0.6478,0.2163,0.624,0.0066,0.0052,0.0289,0.0082
237,T,IM,PR,Q8,0.2204,0.6134,20.808,32.577,7.805,68.6242633,-149.32676,876.3,0.8, GPS         ,4/7/2019,23:37:53,24,0.2325,0.6261,0.2108,0.602,0.0054,0.0053,0.0246,0.0086
238,T,IM,PR,Q8,0.2176,0.6328,20.848,32.448,7.297,68.62427,-149.326755,877,0.8, GPS         ,4/7/2019,23:38:00,26,0.231,0.6385,0.2015,0.6247,0.0071,0.0037,0.0325,0.0059
239,T,IM,PR,Q8,0.2188,0.624,20.832,32.506,7.526,68.6242716,-149.3267583,877.6,0.8, GPS         ,4/7/2019,23:38:10,27,0.2388,0.6469,0.1951,0.5926,0.0108,0.0144,0.0494,0.023
240,T,IM,PR,Q8,0.2012,0.5568,21.088,31.71,9.027,68.6242716,-149.3267566,878,0.8, GPS         ,4/7/2019,23:39:26,27,0.2163,0.5694,0.183,0.5409,0.0084,0.0069,0.0417,0.0124
241,T,IM,PR,CH1,0.2215,0.6328,20.793,32.628,7.338,68.6241966,-149.32678,878.2,0.8, GPS         ,4/7/2019,23:39:37,27,0.2358,0.6455,0.2046,0.6151,0.0079,0.0072,0.0356,0.0114
242,T,IM,PR,CH1,0.2291,0.6713,20.685,32.981,6.487,68.6242083,-149.32675,877.8,0.8, GPS         ,4/7/2019,23:39:47,22,0.2407,0.6825,0.2155,0.6614,0.0064,0.0054,0.0277,0.008
243,T,IM,PR,CH1,0.2062,0.6305,21.14,32.182,7.239,68.6242266,-149.326735,877,0.8, GPS         ,4/7/2019,23:39:59,30,0.2349,0.6507,-0.2293,0.4285,0.0812,0.0381,0.3936,0.0605
244,T,IM,PR,CH1,0.2167,0.6229,20.862,32.406,7.529,68.6242316,-149.32672,876.2,0.8, GPS         ,4/7/2019,23:40:09,23,0.2295,0.6343,0.2008,0.611,0.0077,0.0059,0.0353,0.0095
